gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Grtp1,IPhC,3.24E-25,0.341320472,0.338,0.145,7.49E-21
Efr3a,IPhC,4.67E-23,0.341205337,0.441,0.222,1.08E-18
Selenof,IPhC,1.56E-21,0.341045974,0.959,0.925,3.61E-17
4930426D05Rik,IPhC,2.50E-18,0.339825394,0.401,0.213,5.79E-14
Zwint,IPhC,1.06E-17,0.339707425,0.747,0.562,2.44E-13
Hacd2,IPhC,3.25E-11,0.339105296,0.51,0.356,7.51E-07
Cyp26b1,IPhC,9.99E-26,0.339050847,0.392,0.174,2.31E-21
F11r,IPhC,2.68E-18,0.337922463,0.556,0.35,6.19E-14
Marcksl1,IPhC,1.85E-38,0.336099576,0.995,0.979,4.28E-34
F2r,IPhC,4.57E-22,0.335816884,0.281,0.117,1.06E-17
Map1lc3b,IPhC,2.13E-21,0.334040285,0.916,0.829,4.94E-17
Gpc4,IPhC,9.04E-25,0.332681663,0.414,0.19,2.09E-20
Bzw1,IPhC,1.93E-15,0.331998936,0.804,0.653,4.47E-11
Sh3glb2,IPhC,2.82E-11,0.3293114,0.523,0.367,6.53E-07
Lypd6b,IPhC,1.67E-18,0.328215194,0.42,0.225,3.87E-14
Cdkn1a,IPhC,1.54E-24,0.32795861,0.406,0.186,3.56E-20
Tma7,IPhC,7.77E-23,0.32687448,0.956,0.927,1.80E-18
Atf6b,IPhC,1.38E-13,0.324887458,0.602,0.436,3.19E-09
Vsig10,IPhC,3.21E-19,0.324731043,0.275,0.122,7.43E-15
Tmprss3,IPhC,5.62E-30,0.32164084,0.27,0.091,1.30E-25
Mycl,IPhC,2.93E-20,0.320680056,0.392,0.196,6.78E-16
Stx3,IPhC,6.38E-18,0.318489841,0.441,0.24,1.48E-13
Maff,IPhC,9.14E-13,0.318487694,0.52,0.341,2.11E-08
Ptp4a1,IPhC,1.16E-14,0.318426617,0.708,0.545,2.68E-10
Ripk2,IPhC,5.85E-26,0.317291969,0.275,0.103,1.35E-21
Aig1,IPhC,2.08E-12,0.315225,0.629,0.463,4.80E-08
Fgf10,IPhC,6.90E-27,0.312170564,0.3,0.114,1.60E-22
Asrgl1,IPhC,4.68E-23,0.311480325,0.349,0.156,1.08E-18
Dnajb11,IPhC,6.16E-16,0.310893023,0.79,0.656,1.42E-11
Tmem51,IPhC,5.51E-21,0.310009485,0.267,0.109,1.27E-16
Tbpl1,IPhC,3.46E-12,0.309481409,0.441,0.282,8.00E-08
Fkbp4,IPhC,1.58E-18,0.306457135,0.866,0.743,3.67E-14
Far1,IPhC,2.77E-17,0.305397656,0.425,0.236,6.41E-13
Krt18,IPhC,8.43E-11,0.304505854,0.894,0.828,1.95E-06
Snhg18,IPhC,9.95E-21,0.301902653,0.324,0.146,2.30E-16
1700025G04Rik,IPhC,2.33E-14,0.300817345,0.27,0.132,5.40E-10
Atg3,IPhC,8.33E-12,0.300678,0.46,0.302,1.93E-07
Npdc1,IPhC,9.43E-15,0.300221943,0.45,0.27,2.18E-10
Dbi,IPhC,2.39E-27,0.300027254,0.894,0.78,5.54E-23
A730017C20Rik,IPhC,3.39E-15,0.29835946,0.357,0.192,7.85E-11
Gapdh,IPhC,8.31E-16,0.29765442,0.866,0.797,1.92E-11
Nckap5,IPhC,6.05E-22,0.296367956,0.308,0.132,1.40E-17
2310022B05Rik,IPhC,1.61E-16,0.296202124,0.436,0.243,3.72E-12
Ndufs8,IPhC,4.56E-11,0.294940505,0.638,0.508,1.06E-06
Abhd4,IPhC,1.16E-11,0.294771237,0.332,0.195,2.69E-07
Lamp1,IPhC,1.35E-14,0.293084812,0.954,0.924,3.12E-10
Tubb2a,IPhC,2.06E-10,0.29148285,0.518,0.372,4.77E-06
Ctgf,IPhC,8.73E-14,0.291043735,0.67,0.48,2.02E-09
Higd1a,IPhC,1.89E-11,0.289556255,0.676,0.533,4.36E-07
Tjp2,IPhC,5.60E-23,0.289545374,0.278,0.111,1.30E-18
Pop4,IPhC,4.37E-11,0.288367691,0.436,0.292,1.01E-06
Papss1,IPhC,5.27E-11,0.287872693,0.575,0.422,1.22E-06
Txndc12,IPhC,4.27E-16,0.285860406,0.431,0.24,9.89E-12
Rtn4,IPhC,1.42E-12,0.285781545,0.695,0.534,3.28E-08
Frmd3,IPhC,7.42E-13,0.285104807,0.3,0.16,1.72E-08
Agpat5,IPhC,5.84E-12,0.284606329,0.294,0.161,1.35E-07
Sh3glb1,IPhC,1.54E-08,0.284545174,0.583,0.464,0.00035583
Lpar6,IPhC,6.61E-17,0.284538929,0.308,0.147,1.53E-12
Nme2,IPhC,8.65E-32,0.284383666,0.253,0.08,2.00E-27
Ube2n,IPhC,3.50E-13,0.283009795,0.875,0.786,8.09E-09
Sfrp1,IPhC,4.60E-17,0.282051307,0.97,0.919,1.06E-12
Shisa5,IPhC,5.31E-11,0.281276651,0.45,0.299,1.23E-06
Gpx8,IPhC,4.15E-12,0.27974949,0.591,0.433,9.59E-08
Clic1,IPhC,6.28E-11,0.278842238,0.76,0.652,1.45E-06
Aplp1,IPhC,9.58E-14,0.278296172,0.36,0.2,2.22E-09
Cct3,IPhC,1.71E-09,0.277720658,0.649,0.523,3.95E-05
Atp1a1,IPhC,7.34E-11,0.277170431,0.872,0.821,1.70E-06
Egr1,IPhC,4.11E-13,0.276370759,0.455,0.283,9.50E-09
Trpm3,IPhC,1.07E-10,0.275850312,0.433,0.283,2.48E-06
Tmem200a,IPhC,1.26E-30,0.275762558,0.264,0.086,2.90E-26
Brd8,IPhC,3.57E-08,0.274171095,0.384,0.262,0.000826832
Pcgf5,IPhC,6.36E-07,0.273470939,0.357,0.237,0.01470591
Itgb1,IPhC,4.27E-10,0.271941128,0.572,0.421,9.89E-06
Cyth3,IPhC,6.22E-20,0.271758128,0.283,0.122,1.44E-15
Me2,IPhC,7.37E-13,0.271211179,0.313,0.171,1.70E-08
Pxn,IPhC,1.26E-13,0.270738452,0.335,0.181,2.90E-09
Sesn3,IPhC,9.65E-09,0.269841425,0.319,0.2,0.000223382
Stx6,IPhC,2.37E-10,0.267531838,0.485,0.339,5.48E-06
Cbx5,IPhC,2.19E-11,0.267485813,0.379,0.226,5.06E-07
Tmbim6,IPhC,6.47E-15,0.266656405,0.932,0.878,1.50E-10
Fam107a,IPhC,5.09E-09,0.266560335,0.458,0.326,0.000117828
Gas1,IPhC,3.14E-13,0.264900682,0.798,0.66,7.26E-09
Prdx3,IPhC,8.00E-09,0.264426466,0.384,0.258,0.000185108
Glo1,IPhC,1.81E-11,0.263798436,0.787,0.663,4.19E-07
Irx3,IPhC,4.12E-10,0.263144046,0.749,0.626,9.54E-06
Epcam,IPhC,1.44E-18,0.262192408,0.992,0.961,3.33E-14
Phlda1,IPhC,4.08E-11,0.261647067,0.548,0.374,9.45E-07
Tnfrsf12a,IPhC,3.32E-08,0.261552897,0.815,0.762,0.000769152
Sumo1,IPhC,2.24E-16,0.261340195,0.899,0.875,5.18E-12
Tspan31,IPhC,1.02E-07,0.2609272,0.578,0.461,0.002358298
Chchd7,IPhC,4.49E-10,0.260074427,0.627,0.476,1.04E-05
Ckap4,IPhC,1.60E-12,0.259069485,0.594,0.42,3.69E-08
Krt8,IPhC,3.01E-09,0.2579979,0.858,0.775,6.97E-05
Ppp1cb,IPhC,3.58E-08,0.257352883,0.499,0.368,0.000828895
Hspa5,IPhC,6.81E-15,0.25721834,0.962,0.896,1.58E-10
Nr2f1,IPhC,1.62E-09,0.256635778,0.7,0.578,3.74E-05
Fabp5,IPhC,5.07E-16,0.256212164,0.251,0.113,1.17E-11
Prdx6,IPhC,2.13E-10,0.255322976,0.834,0.745,4.93E-06
Siah1a,IPhC,4.35E-09,0.255277638,0.351,0.225,0.000100534
Plpp1,IPhC,4.88E-11,0.254473657,0.262,0.14,1.13E-06
Vdac1,IPhC,1.70E-09,0.253392097,0.706,0.588,3.93E-05
H3f3b,IPhC,2.91E-43,0.25277728,1,1,6.73E-39
Acsl3,IPhC,5.36E-12,0.252547832,0.515,0.34,1.24E-07
Arl6ip5,IPhC,4.12E-10,0.252423283,0.744,0.627,9.52E-06
H2afv,IPhC,1.52E-14,0.251902329,0.943,0.869,3.52E-10
Tspan8,IPhC,2.75E-09,0.250770993,0.629,0.478,6.36E-05
Pdia6,Lateral_KO_1,0,1.329096374,0.999,0.914,0
Dcn,Lateral_KO_1,0,1.135138127,0.964,0.59,0
Sdf2l1,Lateral_KO_1,0,1.082796765,0.84,0.522,0
Ddost,Lateral_KO_1,0,1.077352639,0.994,0.826,0
Rcn3,Lateral_KO_1,0,1.04433542,0.964,0.634,0
P4ha2,Lateral_KO_1,0,1.00277613,0.76,0.268,0
Agr2,Lateral_KO_1,0,0.987897634,0.417,0.092,0
Pdia3,Lateral_KO_1,0,0.984100112,0.999,0.937,0
Clu,Lateral_KO_1,0,0.977265579,1,0.997,0
Ppib,Lateral_KO_1,0,0.938076819,0.999,0.97,0
Pthlh,Lateral_KO_1,0,0.93226765,0.666,0.229,0
Rpn2,Lateral_KO_1,0,0.912995506,0.974,0.773,0
Ssr2,Lateral_KO_1,0,0.890832169,0.994,0.91,0
1500015O10Rik,Lateral_KO_1,5.37E-293,0.842513567,0.983,0.842,1.24E-288
Rnaset2a,Lateral_KO_1,0,0.838077568,0.983,0.847,0
Pdia5,Lateral_KO_1,0,0.832131919,0.739,0.303,0
Manf,Lateral_KO_1,1.15E-257,0.817841142,0.944,0.813,2.65E-253
Prdx4,Lateral_KO_1,0,0.815026491,0.935,0.662,0
Calr,Lateral_KO_1,0,0.808924833,0.99,0.89,0
Tecta,Lateral_KO_1,0,0.788352422,0.994,0.787,0
Hsp90b1,Lateral_KO_1,0,0.787507832,0.977,0.854,0
Mia,Lateral_KO_1,0,0.786183046,1,0.895,0
Col9a1,Lateral_KO_1,0,0.785697629,0.999,0.852,0
Ffar4,Lateral_KO_1,0,0.753779164,0.445,0.095,0
Bsg,Lateral_KO_1,0,0.717950935,1,0.988,0
Hspa5,Lateral_KO_1,0,0.699822211,0.98,0.885,0
Mmp2,Lateral_KO_1,2.67E-217,0.681630581,0.637,0.302,6.17E-213
Isl1,Lateral_KO_1,1.08E-280,0.664734266,0.963,0.688,2.50E-276
Rnaset2b,Lateral_KO_1,1.31E-148,0.664546992,0.695,0.454,3.04E-144
Ssr4,Lateral_KO_1,6.45E-269,0.663354135,0.918,0.761,1.49E-264
Wfdc2,Lateral_KO_1,0,0.659237171,0.972,0.702,0
Pdia4,Lateral_KO_1,1.00E-282,0.651259147,0.976,0.849,2.33E-278
Dkk3,Lateral_KO_1,2.07E-241,0.638894538,0.853,0.482,4.80E-237
Fam46a,Lateral_KO_1,1.11E-188,0.638214568,0.852,0.584,2.57E-184
Mfap2,Lateral_KO_1,0,0.633874236,0.998,0.932,0
Plat,Lateral_KO_1,7.43E-204,0.632862924,0.807,0.5,1.72E-199
Cpq,Lateral_KO_1,3.25E-217,0.621886764,0.866,0.582,7.52E-213
Pcolce2,Lateral_KO_1,7.91E-251,0.618268152,0.928,0.621,1.83E-246
Fkbp9,Lateral_KO_1,8.54E-298,0.612478346,0.991,0.842,1.98E-293
Erp29,Lateral_KO_1,2.99E-285,0.609371867,0.951,0.815,6.92E-281
Creld2,Lateral_KO_1,1.51E-124,0.607294472,0.697,0.516,3.50E-120
Dnajc3,Lateral_KO_1,1.24E-182,0.607215119,0.752,0.486,2.88E-178
Pla2g7,Lateral_KO_1,1.66E-155,0.59418747,0.739,0.459,3.85E-151
Tcn2,Lateral_KO_1,1.19E-173,0.593115499,0.698,0.415,2.74E-169
Ctsd,Lateral_KO_1,5.65E-250,0.584129857,0.946,0.783,1.31E-245
Mdk,Lateral_KO_1,0,0.579123815,0.997,0.926,0
Nenf,Lateral_KO_1,1.10E-271,0.576540226,0.963,0.832,2.54E-267
Sdc2,Lateral_KO_1,8.76E-172,0.566498476,0.76,0.487,2.03E-167
Fkbp11,Lateral_KO_1,6.39E-149,0.543659031,0.509,0.241,1.48E-144
Herpud1,Lateral_KO_1,8.71E-133,0.537765471,0.719,0.473,2.01E-128
Pld3,Lateral_KO_1,1.19E-156,0.531819924,0.723,0.467,2.74E-152
Hexa,Lateral_KO_1,2.85E-130,0.527195492,0.702,0.474,6.60E-126
Ergic3,Lateral_KO_1,7.31E-253,0.522466479,0.977,0.887,1.69E-248
Mfap4,Lateral_KO_1,3.00E-143,0.514896057,0.583,0.297,6.95E-139
Cyr61,Lateral_KO_1,1.27E-142,0.513996161,0.976,0.855,2.94E-138
Ly6h,Lateral_KO_1,3.21E-110,0.505821875,0.651,0.402,7.43E-106
Nucb2,Lateral_KO_1,7.38E-137,0.498028917,0.435,0.192,1.71E-132
Serpinh1,Lateral_KO_1,4.42E-217,0.496512,0.976,0.857,1.02E-212
Rabgap1l,Lateral_KO_1,3.04E-131,0.487359143,0.699,0.434,7.04E-127
Nucb1,Lateral_KO_1,6.07E-126,0.482754584,0.728,0.5,1.40E-121
Lrpap1,Lateral_KO_1,2.72E-129,0.474766058,0.797,0.598,6.29E-125
Sparcl1,Lateral_KO_1,5.13E-203,0.472180212,0.993,0.793,1.19E-198
Ctsz,Lateral_KO_1,1.64E-128,0.471506437,0.742,0.501,3.79E-124
Bcl2,Lateral_KO_1,7.60E-160,0.469300778,0.949,0.73,1.76E-155
Dnajb9,Lateral_KO_1,6.27E-107,0.467890157,0.653,0.431,1.45E-102
Jun,Lateral_KO_1,8.49E-119,0.464415087,0.951,0.88,1.96E-114
Tmed3,Lateral_KO_1,7.16E-80,0.462547824,0.633,0.472,1.66E-75
Spock1,Lateral_KO_1,2.65E-162,0.45855867,0.94,0.726,6.13E-158
Itga8,Lateral_KO_1,1.05E-132,0.457724958,0.754,0.482,2.44E-128
Ext2,Lateral_KO_1,7.06E-108,0.455085337,0.691,0.473,1.63E-103
Sms,Lateral_KO_1,9.52E-95,0.454277566,0.6,0.396,2.20E-90
Col9a3,Lateral_KO_1,3.58E-237,0.453382461,0.998,0.917,8.29E-233
Sdf4,Lateral_KO_1,1.81E-127,0.448561272,0.819,0.648,4.19E-123
Ostc,Lateral_KO_1,1.07E-130,0.447259768,0.896,0.78,2.47E-126
Fuca1,Lateral_KO_1,1.72E-141,0.445046477,0.857,0.676,3.99E-137
Dnajb11,Lateral_KO_1,2.08E-102,0.441770054,0.788,0.641,4.82E-98
Ctgf,Lateral_KO_1,2.69E-48,0.437405096,0.625,0.464,6.22E-44
Tmed10,Lateral_KO_1,2.27E-167,0.437327039,0.953,0.85,5.25E-163
Crabp2,Lateral_KO_1,2.00E-105,0.435211671,0.797,0.588,4.63E-101
Gaa,Lateral_KO_1,1.88E-99,0.435209793,0.708,0.516,4.34E-95
Atf3,Lateral_KO_1,2.91E-40,0.433217227,0.582,0.465,6.73E-36
Chadl,Lateral_KO_1,1.13E-190,0.431070972,0.979,0.849,2.61E-186
Os9,Lateral_KO_1,1.69E-99,0.429598034,0.586,0.363,3.92E-95
Sil1,Lateral_KO_1,5.28E-109,0.429250075,0.4,0.185,1.22E-104
Ctsa,Lateral_KO_1,1.13E-88,0.428334728,0.638,0.44,2.62E-84
Pcsk6,Lateral_KO_1,6.10E-109,0.426507672,0.4,0.184,1.41E-104
Crym,Lateral_KO_1,1.79E-120,0.425053892,0.753,0.481,4.15E-116
Cpz,Lateral_KO_1,1.50E-112,0.421619409,0.446,0.208,3.47E-108
Atp1b1,Lateral_KO_1,3.12E-148,0.413208077,0.953,0.834,7.22E-144
Cd302,Lateral_KO_1,5.39E-96,0.409839249,0.641,0.404,1.25E-91
Sat1,Lateral_KO_1,8.69E-88,0.407373826,0.66,0.444,2.01E-83
Sec61b,Lateral_KO_1,3.73E-85,0.406022406,0.891,0.866,8.62E-81
Xbp1,Lateral_KO_1,7.95E-77,0.404566864,0.665,0.495,1.84E-72
P4hb,Lateral_KO_1,1.35E-72,0.401116407,0.651,0.486,3.12E-68
Aga,Lateral_KO_1,5.38E-84,0.399484034,0.495,0.294,1.24E-79
Podn,Lateral_KO_1,4.04E-111,0.396009598,0.392,0.168,9.35E-107
Efemp2,Lateral_KO_1,2.16E-90,0.391482915,0.675,0.463,5.00E-86
P3h3,Lateral_KO_1,1.41E-89,0.390623587,0.473,0.263,3.26E-85
Pdgfrl,Lateral_KO_1,3.83E-86,0.388653223,0.371,0.178,8.86E-82
Cpxm2,Lateral_KO_1,5.54E-151,0.387799823,0.804,0.448,1.28E-146
Muc15,Lateral_KO_1,4.40E-72,0.38762015,0.637,0.44,1.02E-67
Ogfod3,Lateral_KO_1,5.78E-71,0.386403752,0.446,0.265,1.34E-66
H2-DMa,Lateral_KO_1,5.83E-79,0.385034373,0.475,0.279,1.35E-74
Ggh,Lateral_KO_1,4.86E-72,0.384303925,0.468,0.282,1.12E-67
Rpn1,Lateral_KO_1,8.04E-76,0.38274628,0.666,0.5,1.86E-71
Ptn,Lateral_KO_1,3.51E-217,0.380322533,1,0.957,8.11E-213
Mydgf,Lateral_KO_1,2.04E-83,0.371304969,0.761,0.61,4.73E-79
Mgst3,Lateral_KO_1,5.73E-149,0.366960393,0.944,0.77,1.33E-144
Spcs2,Lateral_KO_1,4.75E-74,0.365779657,0.886,0.835,1.10E-69
Chid1,Lateral_KO_1,1.26E-69,0.364422615,0.393,0.218,2.92E-65
Serp1,Lateral_KO_1,1.06E-67,0.362046237,0.747,0.63,2.45E-63
Moxd1,Lateral_KO_1,7.19E-86,0.35758505,0.525,0.3,1.66E-81
Zcchc12,Lateral_KO_1,1.35E-91,0.356047948,0.263,0.099,3.12E-87
Vkorc1,Lateral_KO_1,3.43E-61,0.354771266,0.516,0.348,7.93E-57
Ncoa7,Lateral_KO_1,6.59E-33,0.351320122,0.488,0.371,1.52E-28
Epcam,Lateral_KO_1,1.44E-164,0.350230956,0.995,0.957,3.33E-160
Col2a1,Lateral_KO_1,4.98E-147,0.349820519,0.998,0.906,1.15E-142
Oat,Lateral_KO_1,5.73E-90,0.347575578,0.918,0.766,1.33E-85
Tmed2,Lateral_KO_1,9.69E-140,0.345432713,0.979,0.948,2.24E-135
P3h4,Lateral_KO_1,1.02E-68,0.344655916,0.734,0.593,2.36E-64
Tmed9,Lateral_KO_1,9.00E-116,0.34423973,0.95,0.889,2.08E-111
Sfrp1,Lateral_KO_1,1.17E-131,0.334643844,0.99,0.91,2.71E-127
Col18a1,Lateral_KO_1,4.20E-75,0.333492243,0.796,0.608,9.71E-71
Slc35b1,Lateral_KO_1,1.72E-53,0.328319698,0.599,0.451,3.97E-49
Ctsb,Lateral_KO_1,1.33E-79,0.328021375,0.939,0.839,3.08E-75
Glb1,Lateral_KO_1,1.78E-58,0.327671452,0.355,0.198,4.12E-54
Nr4a1,Lateral_KO_1,4.03E-43,0.32678337,0.773,0.641,9.32E-39
Txndc5,Lateral_KO_1,1.34E-67,0.326262392,0.775,0.606,3.10E-63
Grn,Lateral_KO_1,1.58E-53,0.323379981,0.481,0.323,3.66E-49
Gpx7,Lateral_KO_1,6.59E-55,0.321702369,0.376,0.22,1.53E-50
Erlec1,Lateral_KO_1,2.34E-52,0.320306222,0.624,0.476,5.42E-48
Cd63,Lateral_KO_1,1.99E-155,0.320102575,0.998,0.98,4.61E-151
Plod1,Lateral_KO_1,1.43E-44,0.318588952,0.386,0.247,3.32E-40
Tmprss6,Lateral_KO_1,1.33E-52,0.313467169,0.458,0.295,3.08E-48
Selenok,Lateral_KO_1,3.39E-69,0.313272232,0.937,0.91,7.84E-65
Dpysl4,Lateral_KO_1,6.07E-56,0.312324675,0.47,0.301,1.40E-51
Tacstd2,Lateral_KO_1,4.14E-33,0.309964826,0.574,0.456,9.58E-29
Ppt1,Lateral_KO_1,4.00E-46,0.30744536,0.562,0.422,9.25E-42
Selenos,Lateral_KO_1,1.18E-56,0.30704382,0.842,0.723,2.73E-52
Tmem59,Lateral_KO_1,3.37E-111,0.304736399,0.975,0.94,7.81E-107
Tgif1,Lateral_KO_1,2.36E-32,0.300870376,0.65,0.544,5.46E-28
Nptx2,Lateral_KO_1,2.05E-39,0.298509973,0.417,0.275,4.75E-35
Dpp7,Lateral_KO_1,1.73E-51,0.296858912,0.289,0.154,4.00E-47
Nr2e1,Lateral_KO_1,6.18E-63,0.295618812,0.323,0.161,1.43E-58
Fuca2,Lateral_KO_1,1.89E-41,0.295324926,0.358,0.225,4.37E-37
Sec11c,Lateral_KO_1,9.42E-50,0.295066619,0.53,0.365,2.18E-45
Fam102b,Lateral_KO_1,1.26E-45,0.293776622,0.441,0.291,2.91E-41
B3gnt7,Lateral_KO_1,3.89E-61,0.292275921,0.3,0.148,8.99E-57
Stt3a,Lateral_KO_1,3.59E-44,0.29066795,0.437,0.295,8.31E-40
Atp6ap2,Lateral_KO_1,1.10E-46,0.288267998,0.641,0.496,2.55E-42
Gpc3,Lateral_KO_1,9.57E-70,0.286744516,0.552,0.332,2.21E-65
S100a6,Lateral_KO_1,1.26E-29,0.286086335,0.339,0.229,2.92E-25
Magt1,Lateral_KO_1,2.70E-37,0.286058228,0.38,0.255,6.26E-33
Kdelr3,Lateral_KO_1,4.84E-43,0.284560434,0.391,0.247,1.12E-38
Olfml3,Lateral_KO_1,2.01E-44,0.284470938,0.417,0.269,4.65E-40
Canx,Lateral_KO_1,2.41E-40,0.282991128,0.602,0.48,5.59E-36
Ggt7,Lateral_KO_1,3.06E-59,0.282910586,0.285,0.137,7.08E-55
Tapbp,Lateral_KO_1,4.74E-45,0.282820825,0.522,0.376,1.10E-40
Itgb5,Lateral_KO_1,6.61E-50,0.282343875,0.353,0.205,1.53E-45
Tbrg1,Lateral_KO_1,4.68E-47,0.281590241,0.726,0.603,1.08E-42
Calu,Lateral_KO_1,1.31E-40,0.278199136,0.582,0.446,3.02E-36
Gstm1,Lateral_KO_1,2.02E-47,0.277112189,0.378,0.23,4.68E-43
Sparc,Lateral_KO_1,8.10E-93,0.27666893,0.995,0.931,1.87E-88
Fkbp10,Lateral_KO_1,1.46E-53,0.276157278,0.707,0.541,3.38E-49
Creg1,Lateral_KO_1,1.40E-34,0.273922963,0.297,0.184,3.24E-30
Syt1,Lateral_KO_1,1.83E-48,0.272649892,0.322,0.18,4.24E-44
Bambi,Lateral_KO_1,9.74E-14,0.271259388,0.334,0.257,2.25E-09
Fkbp2,Lateral_KO_1,4.86E-33,0.267854185,0.562,0.446,1.12E-28
Erp44,Lateral_KO_1,3.83E-33,0.267051985,0.483,0.364,8.87E-29
Ssr3,Lateral_KO_1,3.26E-35,0.261006617,0.544,0.425,7.55E-31
Lamp2,Lateral_KO_1,4.23E-42,0.259906772,0.608,0.464,9.80E-38
Gpx8,Lateral_KO_1,3.62E-20,0.258705196,0.514,0.426,8.37E-16
Tmsb4x,Lateral_KO_1,3.99E-64,0.258509453,0.979,0.885,9.23E-60
Spint2,Lateral_KO_1,1.04E-97,0.257620264,0.989,0.972,2.41E-93
Lman1,Lateral_KO_1,1.07E-31,0.252692509,0.616,0.515,2.47E-27
Tmem30b,Lateral_KO_1,1.35E-36,0.25190652,0.587,0.455,3.12E-32
Gm10320,Lateral_KO_1,3.66E-09,0.251064324,0.368,0.328,8.47E-05
Cnpy2,Lateral_KO_1,1.04E-27,0.250548908,0.716,0.651,2.42E-23
Tectb,Lateral_KO_2,0,1.52094579,0.938,0.338,0
Cpxm2,Lateral_KO_2,0,1.113977137,0.944,0.414,0
Ctgf,Lateral_KO_2,0,1.003452837,0.884,0.415,0
Fkbp9,Lateral_KO_2,0,0.901468954,0.999,0.837,0
Kazald1,Lateral_KO_2,8.14E-302,0.864111856,0.756,0.389,1.88E-297
Fstl1,Lateral_KO_2,0,0.829740412,0.999,0.895,0
Chst2,Lateral_KO_2,0,0.826734302,0.638,0.18,0
Tsen15,Lateral_KO_2,0,0.824077789,0.815,0.41,0
Crym,Lateral_KO_2,0,0.815259938,0.864,0.455,0
Col9a1,Lateral_KO_2,0,0.812385004,0.999,0.849,0
Igfbp3,Lateral_KO_2,0,0.783539965,0.825,0.253,0
Dkk3,Lateral_KO_2,2.81E-288,0.756111088,0.85,0.473,6.49E-284
Isl1,Lateral_KO_2,0,0.75539961,0.972,0.68,0
Sparcl1,Lateral_KO_2,0,0.732289736,0.995,0.787,0
Car2,Lateral_KO_2,0,0.725598892,0.613,0.216,0
Col2a1,Lateral_KO_2,0,0.699174542,0.997,0.904,0
Net1,Lateral_KO_2,5.89E-252,0.682838728,0.716,0.355,1.36E-247
Scp2,Lateral_KO_2,0,0.654460764,0.97,0.826,0
Galk1,Lateral_KO_2,7.14E-223,0.647448134,0.778,0.513,1.65E-218
Podn,Lateral_KO_2,1.09E-304,0.627073329,0.494,0.145,2.52E-300
Cpz,Lateral_KO_2,2.77E-302,0.619305843,0.554,0.183,6.41E-298
Moxd1,Lateral_KO_2,2.35E-260,0.606608477,0.644,0.273,5.43E-256
B3gnt7,Lateral_KO_2,0,0.605178907,0.463,0.116,0
Gpc4,Lateral_KO_2,3.12E-291,0.589639855,0.487,0.146,7.22E-287
Cpq,Lateral_KO_2,3.84E-237,0.579511056,0.875,0.573,8.89E-233
Tecta,Lateral_KO_2,0,0.571180645,0.989,0.783,0
Pdia5,Lateral_KO_2,1.26E-223,0.57092405,0.654,0.307,2.91E-219
Cybrd1,Lateral_KO_2,2.01E-237,0.54440409,0.493,0.173,4.64E-233
Adamts2,Lateral_KO_2,2.20E-227,0.544281415,0.564,0.23,5.09E-223
Gjb2,Lateral_KO_2,4.12E-237,0.544244063,0.943,0.716,9.53E-233
B3galt2,Lateral_KO_2,0,0.543715548,0.357,0.072,0
Mia,Lateral_KO_2,3.75E-257,0.530898564,0.999,0.892,8.67E-253
Gas6,Lateral_KO_2,2.71E-246,0.51189849,0.398,0.111,6.27E-242
Lrrtm1,Lateral_KO_2,9.02E-242,0.511699433,0.351,0.089,2.09E-237
Pdia6,Lateral_KO_2,2.22E-298,0.506488039,0.991,0.913,5.15E-294
Cyr61,Lateral_KO_2,1.78E-192,0.498483192,0.985,0.85,4.12E-188
Otol1,Lateral_KO_2,5.27E-244,0.497244361,0.342,0.083,1.22E-239
Prdx6,Lateral_KO_2,2.23E-190,0.489974398,0.901,0.721,5.15E-186
Pls1,Lateral_KO_2,3.07E-166,0.489813042,0.614,0.318,7.11E-162
Hspa5,Lateral_KO_2,6.17E-202,0.484573419,0.977,0.883,1.43E-197
Wisp1,Lateral_KO_2,5.38E-248,0.483337834,0.333,0.079,1.25E-243
Pantr1,Lateral_KO_2,6.21E-153,0.478419912,0.627,0.338,1.44E-148
Gsn,Lateral_KO_2,5.23E-214,0.47678453,0.975,0.771,1.21E-209
Sdf2l1,Lateral_KO_2,8.17E-134,0.475448424,0.748,0.53,1.89E-129
Hes5,Lateral_KO_2,1.09E-124,0.468553355,0.386,0.157,2.53E-120
Col9a2,Lateral_KO_2,9.06E-294,0.466655683,1,0.953,2.10E-289
Vim,Lateral_KO_2,9.64E-144,0.463623499,0.795,0.54,2.23E-139
Chadl,Lateral_KO_2,7.08E-223,0.461710693,0.979,0.846,1.64E-218
Cd302,Lateral_KO_2,4.89E-155,0.460121933,0.694,0.388,1.13E-150
Clu,Lateral_KO_2,1.00E-181,0.458913882,1,0.997,2.31E-177
Slc29a1,Lateral_KO_2,4.66E-137,0.45678857,0.491,0.237,1.08E-132
Maged2,Lateral_KO_2,2.13E-121,0.455565683,0.818,0.624,4.93E-117
Ppp1r1a,Lateral_KO_2,4.78E-126,0.453359306,0.422,0.191,1.11E-121
Manf,Lateral_KO_2,1.28E-139,0.451768457,0.916,0.814,2.96E-135
Crabp2,Lateral_KO_2,3.99E-142,0.448187617,0.827,0.578,9.23E-138
Gjb6,Lateral_KO_2,1.24E-172,0.446539234,0.541,0.235,2.88E-168
Cst3,Lateral_KO_2,3.53E-252,0.442467577,0.996,0.93,8.16E-248
